"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
670853;2025-03-31;"segunda-feira";"19:00:00";"RJ";116;311;"RESENDE";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Dupla";"Curva";"Sim";4;0;1;0;2;3;1;6;-22,46121772;-44,44413797;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
670861;2025-04-01;"terça-feira";"06:45:00";"MT";158;796;"BARRA DO GARCAS";"Entrada inopinada do pedestre";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;1;1;1;1;3;-15,87568;-52,314871;"SPRF-MT";"DEL07-MT";"UOP01-DEL07-MT"
670863;2025-04-01;"terça-feira";"07:20:00";"SP";116;362;"MIRACATU";"Mal súbito do condutor";"Saída de leito carroçável";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva;Declive";"Não";2;0;0;0;1;1;0;2;-24,121781;-47,270621;"SPRF-SP";"DEL04-SP";"UOP03-DEL04-SP"
670865;2025-04-01;"terça-feira";"07:10:00";"ES";101;17,8;"SERRA";"Acesso irregular";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";3;0;1;0;1;1;1;3;-20,217167;-40,337069;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
670868;2025-04-01;"terça-feira";"07:50:00";"BA";324;598,8;"SIMOES FILHO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Não";2;0;0;0;2;0;0;2;-12,75140874;-38,43162543;"SPRF-BA";"DEL01-BA";"UOP01-DEL01-BA"
670878;2025-04-01;"terça-feira";"09:00:00";"BA";324;577;"SAO SEBASTIAO DO PASSE";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-12,5922934;-38,523583;"SPRF-BA";"DEL01-BA";"UOP01-DEL01-BA"
670881;2025-04-01;"terça-feira";"08:00:00";"SC";101;362,3;"SANGAO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Aclive;Reta";"Não";3;0;1;0;1;1;1;3;-28,67778709;-49,13605213;"SPRF-SC";"DEL02-SC";"UOP01-DEL02-SC"
670885;2025-04-01;"terça-feira";"10:30:00";"SP";116;213;"GUARULHOS";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Declive";"Sim";2;0;0;1;1;0;1;2;-23,44512154;-46,44487381;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
670890;2025-04-01;"terça-feira";"07:10:00";"SP";116;495;"CAJATI";"Avarias e/ou desgaste excessivo no pneu";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;0;0;1;1;0;2;-24,75203867;-48,15571362;"SPRF-SP";"DEL05-SP";"UOP01-DEL05-SP"
670891;2025-04-01;"terça-feira";"09:36:00";"MT";163;694;"SORRISO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta;Interseção de Vias;Declive";"Não";7;0;4;0;3;0;4;3;-13,02887287;-55,89788552;"SPRF-MT";"DEL06-MT";"UOP01-DEL06-MT"
670892;2025-04-01;"terça-feira";"11:00:00";"CE";222;23,4;"CAUCAIA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;0;1;1;3;1;5;-3,73112;-38,763357;"SPRF-CE";"DEL01-CE";"UOP01-DEL01-CE"
670897;2025-04-01;"terça-feira";"06:30:00";"BA";116;561;"BREJOES";"Ultrapassagem Indevida";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;0;0;1;2;3;-12,96052;-39,92529;"SPRF-BA";"DEL03-BA";"UOP02-DEL03-BA"
670899;2025-04-01;"terça-feira";"10:20:00";"PB";230;215;"SOLEDADE";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";3;0;0;0;3;0;0;3;-7,058937;-36,36581;"SPRF-PB";"DEL02-PB";"UOP02-DEL02-PB"
670904;2025-04-01;"terça-feira";"10:00:00";"MA";222;284;"ARARI";"Manobra de mudança de faixa";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-3,453912;-44,811906;"SPRF-MA";"DEL02-MA";"UOP01-DEL02-MA"
670905;2025-03-31;"segunda-feira";"23:00:00";"BA";101;422;"IBIRAPITANGA";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-14,13422279;-39,35817008;"SPRF-BA";"DEL05-BA";"UOP03-DEL05-BA"
670909;2025-02-12;"quarta-feira";"11:51:00";"SC";280;26;"ARAQUARI";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";5;0;1;0;4;0;1;5;-26,3946375;-48,73844147;"SPRF-SC";"DEL03-SC";"UOP03-DEL03-SC"
670914;2025-04-01;"terça-feira";"13:20:00";"GO";153;440,2;"ANAPOLIS";"Sinalização mal posicionada";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;0;1;0;0;1;-16,332084;-48,922378;"SPRF-GO";"DEL02-GO";"UOP01-DEL02-GO"
670920;2025-03-18;"terça-feira";"10:30:00";"RJ";493;21;"MAGE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";5;0;0;1;3;1;1;5;-22,6692574;-43,110491;"SPRF-RJ";"DEL04-RJ";"UOP02-DEL04-RJ"
670921;2025-04-01;"terça-feira";"11:10:00";"MG";116;415,3;"GOVERNADOR VALADARES";"Conversão proibida";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-18,891984;-41,947001;"SPRF-MG";"DEL06-MG";"UOP01-DEL06-MG"
670927;2025-04-01;"terça-feira";"15:05:00";"PI";343;342,3;"TERESINA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva;Em Obras";"Sim";2;0;0;1;1;0;1;2;-5,08450028;-42,75485508;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
670929;2025-04-01;"terça-feira";"12:47:00";"PR";277;305;"PRUDENTOPOLIS";"Falta de acostamento";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-25,3195883;-51,1896854;"SPRF-PR";"DEL08-PR";"UOP01-DEL08-PR"
670931;2025-04-01;"terça-feira";"15:45:00";"GO";20;191,5;"POSSE";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Aclive";"Não";2;0;1;0;0;2;1;3;-14,4;-46,4;"SPRF-DF";"DEL02-DF";"UOP03-DEL02-DF"
670932;2025-04-01;"terça-feira";"15:30:00";"RS";158;537;"SANTANA DO LIVRAMENTO";"Transtornos Mentais (exceto suicidio)";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";6;0;0;1;3;2;1;6;-30,799549;-55,242043;"SPRF-RS";"DEL11-RS";"UOP01-DEL11-RS"
670935;2025-04-01;"terça-feira";"15:30:00";"PR";116;164;"QUITANDINHA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva";"Não";4;0;0;0;2;2;0;4;-25,875393;-49,470167;"SPRF-PR";"DEL01-PR";"UOP03-DEL01-PR"
670936;2025-04-01;"terça-feira";"16:00:00";"MG";50;156,8;"UBERABA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta;Aclive";"Não";1;0;1;0;0;0;1;1;-19,620944;-48,017519;"SPRF-MG";"DEL13-MG";"UOP01-DEL13-MG"
670938;2025-04-01;"terça-feira";"16:05:00";"SP";116;76;"ROSEIRA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Sim";7;0;2;0;4;1;2;4;-22,8878903;-45,28617491;"SPRF-SP";"DEL08-SP";"UOP01-DEL08-SP"
670939;2025-03-25;"terça-feira";"05:00:00";"BA";418;92;"NOVA VICOSA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;0;1;1;1;1;3;-17,89214323;-39,88299966;"SPRF-BA";"DEL09-BA";"UOP02-DEL09-BA"
670946;2025-04-01;"terça-feira";"10:30:00";"MG";365;466;"PATROCINIO";"Reação tardia ou ineficiente do condutor";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";5;0;1;0;3;2;1;6;-18,88501072;-46,92655563;"SPRF-MG";"DEL10-MG";"UOP01-DEL10-MG"
670947;2025-03-29;"sábado";"05:00:00";"BA";349;933;"CORRENTINA";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Amanhecer";"Decrescente";"Nublado";"Simples";"Declive;Curva";"Não";2;0;0;0;1;2;0;3;-13,36349;-44,64607;"SPRF-BA";"DEL10-BA";"UOP02-DEL10-BA"
670948;2025-04-01;"terça-feira";"16:50:00";"MG";381;425,9;"CAETE";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Declive";"Não";10;0;6;2;1;1;8;4;-19,79153;-43,671934;"SPRF-MG";"DEL01-MG";"UOP01-DEL01-MG"
670963;2025-04-01;"terça-feira";"17:40:00";"PR";116;28;"CAMPINA GRANDE DO SUL";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Dupla";"Reta";"Não";3;0;0;1;1;1;1;3;-25,14714932;-48,8596344;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
670967;2025-04-01;"terça-feira";"16:26:00";"MA";135;6,4;"SAO LUIS";"Pista Escorregadia";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Declive";"Sim";1;0;1;0;0;0;1;1;-2,6902528;-44,2925056;"SPRF-MA";"DEL01-MA";"UOP01-DEL01-MA"
670974;2025-04-01;"terça-feira";"09:30:00";"CE";222;201;"SOBRAL";"Carga excessiva e/ou mal acondicionada";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-3,7189116;-40,33228475;"SPRF-CE";"DEL04-CE";"UOP01-DEL04-CE"
670975;2025-01-14;"terça-feira";"21:54:00";"CE";222;221;"SOBRAL";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-3,72703784;-40,32233965;"SPRF-CE";"DEL04-CE";"UOP01-DEL04-CE"
670978;2025-04-01;"terça-feira";"19:20:00";"PR";116;167;"QUITANDINHA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Interseção de Vias";"Não";2;0;1;0;1;0;1;2;-25,88469432;-49,49987233;"SPRF-PR";"DEL01-PR";"UOP03-DEL01-PR"
670979;2025-04-01;"terça-feira";"19:15:00";"MT";364;276;"JACIARA";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Declive;Reta";"Não";8;1;2;0;4;12;2;18;-15,95007;-55,001481;"SPRF-MT";"DEL05-MT";"UOP02-DEL05-MT"
670983;2025-04-01;"terça-feira";"20:30:00";"RS";285;529,7;"SAO LUIZ GONZAGA";"Velocidade Incompatível";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-28,411335;-54,570077;"SPRF-RS";"DEL10-RS";"UOP01-DEL10-RS"
670984;2025-04-01;"terça-feira";"09:00:00";"SC";282;85,9;"ALFREDO WAGNER";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";1;0;1;0;0;0;1;1;-27,66414498;-49,2002964;"SPRF-SC";"DEL01-SC";"UOP03-DEL01-SC"
670987;2025-04-01;"terça-feira";"19:25:00";"SC";282;215;"LAGES";"Ausência de reação do condutor";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Simples";"Reta";"Sim";3;0;1;1;1;0;2;2;-27,79288302;-50,27996063;"SPRF-SC";"DEL05-SC";"UOP01-DEL05-SC"
670988;2025-04-01;"terça-feira";"17:30:00";"SC";116;148,2;"BOM RETIRO";"Reação tardia ou ineficiente do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta;Aclive";"Não";2;0;1;0;1;0;1;2;-27,77946;-49,650673;"SPRF-SC";"DEL06-SC";"UOP02-DEL06-SC"
670989;2025-04-01;"terça-feira";"20:15:00";"RS";470;254;"SALVADOR DO SUL";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nevoeiro/Neblina";"Simples";"Reta";"Não";2;0;0;1;1;0;1;2;-29,43168757;-51,51180083;"SPRF-RS";"DEL06-RS";"UOP01-DEL06-RS"
671000;2025-04-01;"terça-feira";"23:40:00";"SP";116;339;"JUQUITIBA";"Mal súbito do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta;Aclive";"Não";3;0;1;0;1;1;1;3;-23,9980273;-47,1522049;"SPRF-SP";"DEL04-SP";"UOP03-DEL04-SP"
671002;2025-04-01;"terça-feira";"23:40:00";"MG";365;636,7;"UBERLANDIA";"Condutor Dormindo";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta;Aclive";"Não";3;1;0;0;1;2;0;4;-18,891033;-48,427678;"SPRF-MG";"DEL15-MG";"UOP01-DEL15-MG"
671003;2025-04-01;"terça-feira";"22:15:00";"PR";116;74;"QUATRO BARRAS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-25,36517687;-49,04223028;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
671005;2025-04-01;"terça-feira";"22:00:00";"RS";158;137,9;"CONDOR";"Manobra de mudança de faixa";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";4;0;1;0;1;2;1;2;-28,18163625;-53,47473121;"SPRF-RS";"DEL08-RS";"UOP01-DEL08-RS"
671006;2025-04-01;"terça-feira";"23:50:00";"MG";262;576;"CORREGO DANTA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Curva";"Não";2;0;1;0;0;1;1;2;-19,66433095;-46,0664463;"SPRF-MG";"DEL08-MG";"UOP02-DEL08-MG"
671009;2025-04-02;"quarta-feira";"01:55:00";"PR";369;430,9;"UBIRATA";"Transitar na contramão";"Colisão frontal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;1;0;1;0;1;1;3;-24,55484884;-52,97434688;"SPRF-PR";"DEL04-PR";"UOP03-DEL04-PR"
671012;2025-04-02;"quarta-feira";"02:45:00";"MG";381;2;"BETIM";"Animais na Pista";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Curva;Declive";"Sim";2;0;1;0;0;1;1;2;-19,97987077;-44,16088376;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
671013;2025-04-02;"quarta-feira";"02:50:00";"PR";369;34;"ANDIRA";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-23,02896025;-50,21099567;"SPRF-PR";"DEL07-PR";"UOP05-DEL07-PR"
671016;2025-03-20;"quinta-feira";"14:10:00";"BA";324;516;"FEIRA DE SANTANA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;1;2;0;1;3;-12,24325725;-38,936643;"SPRF-BA";"DEL02-BA";"UOP01-DEL02-BA"
671017;2025-04-02;"quarta-feira";"03:10:00";"RJ";493;23;"MAGE";"Ausência de reação do condutor";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nevoeiro/Neblina";"Simples";"Reta";"Não";4;0;1;1;1;1;2;3;-22,657;-43,072;"SPRF-RJ";"DEL04-RJ";"UOP02-DEL04-RJ"
671019;2025-04-02;"quarta-feira";"04:18:00";"PE";232;126;"CARUARU";"Chuva";"Colisão traseira";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-8,30636093;-35,93642145;"SPRF-PE";"DEL02-PE";"UOP01-DEL02-PE"
671020;2025-04-02;"quarta-feira";"05:34:00";"SP";116;392;"MIRACATU";"Condutor Dormindo";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ignorado";"Dupla";"Reta";"Sim";2;0;1;0;0;1;1;2;-24,28020183;-47,42881322;"SPRF-SP";"DEL04-SP";"UOP02-DEL04-SP"
671021;2025-04-02;"quarta-feira";"06:50:00";"SP";116;282;"EMBU DAS ARTES";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";4;0;0;0;2;2;0;4;-23,65132687;-46,84743609;"SPRF-SP";"DEL04-SP";"UOP01-DEL04-SP"
671022;2025-04-02;"quarta-feira";"05:25:00";"PR";369;344;"CAMPO MOURAO";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Rotatória;Interseção de Vias";"Não";2;0;1;0;0;1;1;2;-24,08214684;-52,41230423;"SPRF-PR";"DEL09-PR";"UOP03-DEL09-PR"
671031;2025-04-02;"quarta-feira";"06:00:00";"MG";116;575,8;"MANHUACU";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Reta";"Não";1;0;0;1;0;0;1;1;-20,159227;-42,190477;"SPRF-MG";"DEL06-MG";"UOP03-DEL06-MG"
671047;2025-04-02;"quarta-feira";"08:20:00";"PE";232;9;"JABOATAO DOS GUARARAPES";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Interseção de Vias;Reta";"Sim";2;0;0;0;2;0;0;2;-8,079042;-34,984013;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
671048;2025-04-02;"quarta-feira";"07:50:00";"SP";116;465,1;"PARIQUERA-ACU";"Reação tardia ou ineficiente do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;2;-24,64840002;-47,92368628;"SPRF-SP";"DEL05-SP";"UOP01-DEL05-SP"
671049;2025-04-02;"quarta-feira";"07:40:00";"PR";476;335;"PAULA FREITAS";"Pista esburacada";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";11;4;1;4;1;1;5;4;-26,131361;-50,855583;"SPRF-PR";"DEL02-PR";"UOP03-DEL02-PR"
671051;2025-04-02;"quarta-feira";"07:30:00";"MG";40;515;"RIBEIRAO DAS NEVES";"Condutor deixou de manter distância do veículo da frente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-19,8166548;-44,09514567;"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
671055;2025-04-02;"quarta-feira";"07:40:00";"RO";364;708;"PORTO VELHO";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;0;1;0;2;4;1;7;-8,79786978;-63,8368696;"SPRF-RO";"DEL01-RO";"UOP01-DEL01-RO"
671057;2025-04-02;"quarta-feira";"09:25:00";"DF";20;0,8;"BRASILIA";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";2;0;1;0;0;1;1;2;-15,8138368;-47,972352;"SPRF-DF";"DEL02-DF";"UOP01-DEL02-DF"
671062;2025-04-02;"quarta-feira";"10:00:00";"ES";101;135,9;"LINHARES";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";3;0;2;0;0;1;2;3;-19,28308718;-40,08704829;"SPRF-ES";"DEL04-ES";"UOP01-DEL04-ES"
671064;2025-04-02;"quarta-feira";"10:00:00";"ES";101;221;"IBIRACU";"Reação tardia ou ineficiente do condutor";"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Em Obras;Reta";"Não";8;0;0;0;8;0;0;4;-19,86692805;-40,40010383;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
671065;2025-04-02;"quarta-feira";"05:50:00";"MG";262;554;"LUZ";"Velocidade Incompatível";"Colisão lateral sentido oposto";"Com Vítimas Fatais";"Amanhecer";"Decrescente";"Ignorado";"Simples";"Curva;Declive";"Não";4;1;0;1;1;1;1;4;-19,70754632;-45,92081308;"SPRF-MG";"DEL08-MG";"UOP02-DEL08-MG"
671071;2025-04-02;"quarta-feira";"09:40:00";"MG";262;800;"UBERABA";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;2;0;1;0;2;2;-19,768365;-47,89126;"SPRF-MG";"DEL13-MG";"UOP01-DEL13-MG"
671072;2025-04-02;"quarta-feira";"04:00:00";"SP";381;86;"SAO PAULO";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;0;0;0;2;0;2;-23,46374288;-46,5710932;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
671077;2025-04-02;"quarta-feira";"11:18:00";"MS";163;569,9;"BANDEIRANTES";"Condutor Dormindo";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";4;0;2;0;1;1;2;3;-19,72130248;-54,35138226;"SPRF-MS";"DEL01-MS";"UOP02-DEL01-MS"
671082;2025-04-02;"quarta-feira";"12:10:00";"GO";60;467,8;"JATAI";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Não";3;0;1;0;1;2;1;4;-17,9069747;-51,7124279;"SPRF-GO";"DEL05-GO";"UOP01-DEL05-GO"
671084;2025-04-02;"quarta-feira";"11:55:00";"PR";116;166;"QUITANDINHA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de Vias;Retorno Regulamentado";"Não";3;0;1;0;1;3;1;5;-25,8754707;-49,4863761;"SPRF-PR";"DEL01-PR";"UOP03-DEL01-PR"
671085;2025-04-02;"quarta-feira";"01:40:00";"GO";153;626;"MORRINHOS";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;0;1;1;2;-17,76198256;-49,16579247;"SPRF-GO";"DEL03-GO";"UOP01-DEL03-GO"
671086;2025-04-02;"quarta-feira";"10:00:00";"RJ";493;2;"ITABORAI";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Declive;Reta";"Não";3;0;2;0;0;1;2;2;-22,76367713;-42,92937756;"SPRF-RJ";"DEL02-RJ";"UOP02-DEL02-RJ"
671089;2025-04-02;"quarta-feira";"07:30:00";"MG";116;233;"TEOFILO OTONI";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Declive;Curva;Em Obras";"Não";1;0;0;1;0;0;1;1;-17,5184;-41,48545;"SPRF-MG";"DEL11-MG";"UOP01-DEL11-MG"
671090;2025-04-02;"quarta-feira";"13:35:00";"ES";101;254;"SERRA";"Ingestão de álcool pelo condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Aclive;Reta;Interseção de Vias";"Sim";4;0;0;0;3;1;0;4;-20,11862239;-40,31219925;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
671096;2025-04-02;"quarta-feira";"14:00:00";"CE";116;12;"FORTALEZA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;1;0;1;1;1;2;-3,8644497;-38,4981938;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
