id;ano;feriado;mes;data_inversa;uf;br;km;municipio;causa_acidente;classificacao_acidente;veiculos;condicao_metereologica;fase_dia;dia_semana;tipo_acidente;tipo_pista;mortos;feridos_graves;latitude;longitude;status;regiao;periodo;palavras_filtradas;lemma;normalizado;Topic;Top Terms;Categoria
576139;2024.0;n;1.0;2024-01-21;PA;230;70;SAO DOMINGOS DO ARAGUAIA;Manobra de mudança de faixa;Com Vítimas Fatais;2;Nublado;Plena Noite;domingo;Colisão frontal;Simples;1;0;-5.5079345;-48.71546613;Perigosa;Norte;1 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
604442;2024.0;n;6.0;2024-06-01;MA;222;207;ITAPECURU MIRIM;Acessar a via sem observar a presença dos outros veículos;Com Vítimas Fatais;5;Céu Claro;Pleno dia;sábado;Colisão lateral mesmo sentido;Simples;1;0;-3.39827306;-44.35676617;Perigosa;Nordeste;2 Trimestre;acessar via observar presença outros veículos;acessar via observar presença outros veículos;acessar via observar presença outro veículo;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
611965;2024.0;n;7.0;2024-07-04;TO;153;761;ALVORADA;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;1;Céu Claro;Pleno dia;quinta-feira;Tombamento;Dupla;0;0;-12.48124904;-49.11773068;Segura;Norte;3 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
581987;2024.0;n;2.0;2024-02-19;PE;101;25;IGARASSU;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;3;Céu Claro;Pleno dia;segunda-feira;Engavetamento;Dupla;0;0;-7.7009082;-34.9229207;Segura;Nordeste;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
660608;2025.0;n;2.0;2025-02-10;GO;153;135;MARA ROSA;Reação tardia ou ineficiente do condutor;Sem Vítimas;1;Céu Claro;Plena Noite;segunda-feira;Saída de leito carroçável;Simples;0;0;-13,949925;-49,08493;Segura;Centro-Oeste;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
614413;2024.0;n;7.0;2024-07-14;MS;158;347;BRASILANDIA;Ausência de reação do condutor;Com Vítimas Feridas;2;Céu Claro;Pleno dia;domingo;Colisão traseira;Simples;0;0;-21.25742369;-51.97700299;Segura;Centro-Oeste;3 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
593347;2024.0;n;4.0;2024-04-11;SC;101;309,9;LAGUNA;Manobra de mudança de faixa;Com Vítimas Feridas;3;Chuva;Plena Noite;quinta-feira;Colisão lateral mesmo sentido;Dupla;0;0;-28.40755485;-48.79169438;Segura;Sul;2 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
593712;2024.0;n;4.0;2024-04-13;TO;153;686;CARIRI DO TOCANTINS;Frear bruscamente;Com Vítimas Feridas;2;Céu Claro;Pleno dia;sábado;Tombamento;Simples;0;0;-11.83845805;-49.1410439;Segura;Norte;2 Trimestre;frear bruscamente;frear bruscamente;frear bruscament;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
668960;2025.0;n;3.0;2025-03-23;DF;20;17;BRASILIA;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;3;Garoa/Chuvisco;Plena Noite;domingo;Colisão traseira;Dupla;0;1;-15,61883;-47,712315;Perigosa;Centro-Oeste;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
670264;2025.0;n;3.0;2025-03-29;RJ;116;194;QUEIMADOS;Ausência de reação do condutor;Com Vítimas Feridas;2;Céu Claro;Pleno dia;sábado;Colisão traseira;Dupla;0;1;-22,73577559;-43,55064154;Perigosa;Sudeste;1 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
621469;2024.0;n;8.0;2024-08-15;PR;116;3,2;CAMPINA GRANDE DO SUL;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;2;Céu Claro;Plena Noite;quinta-feira;Colisão com objeto;Dupla;0;0;-25.07163889;-48.58564619;Segura;Sul;3 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
619856;2024.0;n;8.0;2024-08-08;CE;116;56;PACAJUS;Demais falhas mecânicas ou elétricas;Com Vítimas Feridas;1;Céu Claro;Pleno dia;quinta-feira;Capotamento;Simples;0;1;-4.21228207;-38.47322379;Perigosa;Nordeste;3 Trimestre;demais falhas mecânicas elétricas;demais falhas mecânicas elétricas;demai falha mecânica elétrica;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
601625;2024.0;n;5.0;2024-05-19;SP;459;31,7;LORENA;Transitar na contramão;Com Vítimas Feridas;3;Nublado;Pleno dia;domingo;Colisão frontal;Simples;0;0;-22.732813;-45.098679;Segura;Sudeste;2 Trimestre;transitar contramão;transitar contramão;transitar contramão;4;pneu, desgast, avaria, excessivo, animai, andava, acostamento, pista, contramão, transitar;Manobra imprudente condutor
687503;2025.0;n;4.0;2025-04-26;TO;153;303;PRESIDENTE KENNEDY;Ausência de reação do condutor;Com Vítimas Fatais;3;Céu Claro;Plena Noite;sábado;Colisão traseira;Simples;1;0;-8,55031476;-48,48293781;Perigosa;Norte;2 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
669010;2025.0;n;3.0;2025-03-23;BA;116;701,8;JEQUIE;Condutor Dormindo;Com Vítimas Feridas;1;Céu Claro;Amanhecer;domingo;Saída de leito carroçável;Simples;0;0;-13,8683822;-40,1042957;Segura;Nordeste;1 Trimestre;condutor dormindo;condutor dormindo;condutor dormindo;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
657945;2025.0;n;1.0;2025-01-28;RS;116;31,8;VACARIA;Transitar na contramão;Com Vítimas Fatais;2;Céu Claro;Pleno dia;terça-feira;Colisão lateral sentido oposto;Simples;1;0;-28,45993852;-50,88772774;Perigosa;Sul;1 Trimestre;transitar contramão;transitar contramão;transitar contramão;4;pneu, desgast, avaria, excessivo, animai, andava, acostamento, pista, contramão, transitar;Manobra imprudente condutor
662875;2025.0;n;2.0;2025-02-22;MG;354;737,3;POUSO ALTO;Velocidade Incompatível;Sem Vítimas;2;Céu Claro;Plena Noite;sábado;Tombamento;Simples;0;0;-22,20438724;-44,96227026;Segura;Sudeste;1 Trimestre;velocidade incompatível;velocidade incompatível;velocidad incompatível;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
673301;2025.0;n;4.0;2025-04-12;ES;101;289,9;CARIACICA;Entrada inopinada do pedestre;Com Vítimas Fatais;2;Nublado;Plena Noite;sábado;Atropelamento de Pedestre;Dupla;1;0;-20,288292;-40,391993;Perigosa;Sudeste;2 Trimestre;entrada inopinada pedestre;entrada inopinada pedestre;entrada inopinada pedestr;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
627680;2024.0;n;9.0;2024-09-13;PR;373;431,2;CANDOI;Objeto estático sobre o leito carroçável;Sem Vítimas;1;Céu Claro;Plena Noite;sexta-feira;Derramamento de carga;Simples;0;0;-25.7477466;-52.24358813;Segura;Sul;3 Trimestre;objeto estático sobre leito carroçável;objeto estático sobre leito carroçável;objeto estático sobr leito carroçável;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
576590;2024.0;n;1.0;2024-01-23;SE;101;123;ITAPORANGA DAJUDA;Manobra de mudança de faixa;Com Vítimas Feridas;2;Céu Claro;Pleno dia;terça-feira;Colisão lateral mesmo sentido;Dupla;0;0;-11.04643101;-37.36490103;Segura;Nordeste;1 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
688354;2025.0;n;4.0;2025-04-30;MS;163;208,1;CAARAPO;Transitar na contramão;Com Vítimas Feridas;5;Céu Claro;Plena Noite;quarta-feira;Colisão lateral sentido oposto;Simples;0;1;-22,63779628;-54,81537692;Perigosa;Centro-Oeste;2 Trimestre;transitar contramão;transitar contramão;transitar contramão;4;pneu, desgast, avaria, excessivo, animai, andava, acostamento, pista, contramão, transitar;Manobra imprudente condutor
662934;2025.0;n;2.0;2025-02-22;SC;101;158;PORTO BELO;Ausência de reação do condutor;Com Vítimas Feridas;3;Céu Claro;Pleno dia;sábado;Colisão lateral mesmo sentido;Dupla;0;1;-27,19306042;-48,61267269;Perigosa;Sul;1 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
612283;2024.0;n;7.0;2024-07-05;BA;242;764;BARREIRAS;Demais falhas mecânicas ou elétricas;Com Vítimas Feridas;2;Céu Claro;Anoitecer;sexta-feira;Colisão com objeto;Simples;0;0;-12.16559035;-44.56501313;Segura;Nordeste;3 Trimestre;demais falhas mecânicas elétricas;demais falhas mecânicas elétricas;demai falha mecânica elétrica;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
572903;2024.0;n;1.0;2024-01-06;BA;101;230;CONCEICAO DO ALMEIDA;Acumulo de água sobre o pavimento;Com Vítimas Feridas;2;Chuva;Amanhecer;sábado;Saída de leito carroçável;Simples;0;0;-12.83551106;-39.20129659;Segura;Nordeste;1 Trimestre;acumulo água sobre pavimento;acumulo água sobre pavimento;acumulo água sobr pavimento;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
655780;2025.0;n;1.0;2025-01-17;RO;435;89;COLORADO DO OESTE;Ausência de reação do condutor;Sem Vítimas;1;Céu Claro;Pleno dia;sexta-feira;Colisão com objeto;Simples;0;0;-13,12762947;-60,54428101;Segura;Norte;1 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
610299;2024.0;n;6.0;2024-06-27;RS;290;2;PORTO ALEGRE;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;3;Nublado;Amanhecer;quinta-feira;Colisão lateral mesmo sentido;Dupla;0;0;-29.9904748;-51.22581482;Segura;Sul;2 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
671885;2025.0;n;4.0;2025-04-06;SC;101;422,9;ARARANGUA;Pedestre andava na pista;Com Vítimas Feridas;3;Céu Claro;Plena Noite;domingo;Atropelamento de Pedestre;Múltipla;0;1;-29,0127404;-49,576344;Perigosa;Sul;2 Trimestre;pedestre andava pista;pedestre andava pista;pedestr andava pista;4;pneu, desgast, avaria, excessivo, animai, andava, acostamento, pista, contramão, transitar;Manobra imprudente condutor
668441;2025.0;n;3.0;2025-03-20;CE;116;19;ITAITINGA;Ausência de reação do condutor;Sem Vítimas;3;Céu Claro;Pleno dia;quinta-feira;Capotamento;Dupla;0;0;-3,9163932;-38,5074926;Segura;Nordeste;1 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
572284;2024.0;n;1.0;2024-01-03;PB;230;123,2;RIACHAO DO BACAMARTE;Reação tardia ou ineficiente do condutor;Sem Vítimas;2;Céu Claro;Plena Noite;quarta-feira;Colisão transversal;Dupla;0;0;-7.25545435;-35.67290783;Segura;Nordeste;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
605544;2024.0;n;6.0;2024-06-06;MG;262;96;ABRE CAMPO;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;1;Céu Claro;Pleno dia;quinta-feira;Tombamento;Simples;0;0;-20.295544;-42.48012;Segura;Sudeste;2 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
589909;2024.0;n;3.0;2024-03-26;MG;365;17;MONTES CLAROS;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;2;Céu Claro;Pleno dia;terça-feira;Tombamento;Simples;0;0;-16.87724015;-43.993381;Segura;Sudeste;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
688031;2025.0;n;4.0;2025-04-17;SC;280;157;MAFRA;Transitar na contramão;Com Vítimas Feridas;4;Céu Claro;Pleno dia;quinta-feira;Colisão lateral sentido oposto;Simples;0;1;-26,21221125;-49,72545352;Perigosa;Sul;2 Trimestre;transitar contramão;transitar contramão;transitar contramão;4;pneu, desgast, avaria, excessivo, animai, andava, acostamento, pista, contramão, transitar;Manobra imprudente condutor
612470;2024.0;n;7.0;2024-07-06;GO;452;49;RIO VERDE;Reação tardia ou ineficiente do condutor;Com Vítimas Fatais;2;Céu Claro;Pleno dia;sábado;Colisão lateral mesmo sentido;Simples;1;0;-17.96308462;-50.48602485;Perigosa;Centro-Oeste;3 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
666260;2025.0;n;3.0;2025-03-09;SC;470;189,3;POUSO REDONDO;Transitar na contramão;Com Vítimas Fatais;3;Céu Claro;Plena Noite;domingo;Colisão frontal;Simples;1;2;-27,275368;-50,063206;Perigosa;Sul;1 Trimestre;transitar contramão;transitar contramão;transitar contramão;4;pneu, desgast, avaria, excessivo, animai, andava, acostamento, pista, contramão, transitar;Manobra imprudente condutor
672208;2025.0;n;4.0;2025-04-07;PA;10;165,6;PARAGOMINAS;Ausência de reação do condutor;Com Vítimas Fatais;3;Nublado;Pleno dia;segunda-feira;Colisão frontal;Simples;1;0;-2,985991;-47,455369;Perigosa;Norte;2 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
630468;2024.0;n;9.0;2024-09-25;GO;452;112;BOM JESUS DE GOIAS;Condutor Dormindo;Com Vítimas Feridas;4;Céu Claro;Pleno dia;quarta-feira;Colisão lateral mesmo sentido;Simples;0;0;-18.17790415;-49.89856209;Segura;Centro-Oeste;3 Trimestre;condutor dormindo;condutor dormindo;condutor dormindo;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
578245;2024.0;n;1.0;2024-01-31;BA;101;616;MASCOTE;Ultrapassagem Indevida;Com Vítimas Feridas;4;Céu Claro;Pleno dia;quarta-feira;Colisão frontal;Simples;0;1;-15.75042705;-39.4801369;Perigosa;Nordeste;1 Trimestre;ultrapassagem indevida;ultrapassagem indevida;ultrapassagem indevida;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
599040;2024.0;n;5.0;2024-05-08;RO;364;242,1;CACOAL;Velocidade Incompatível;Com Vítimas Feridas;5;Céu Claro;Pleno dia;quarta-feira;Colisão lateral mesmo sentido;Simples;0;0;-11.440777;-61.488328;Segura;Norte;2 Trimestre;velocidade incompatível;velocidade incompatível;velocidad incompatível;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
670306;2025.0;n;3.0;2025-03-29;RJ;101;46;CAMPOS DOS GOYTACAZES;Acessar a via sem observar a presença dos outros veículos;Com Vítimas Feridas;2;Céu Claro;Pleno dia;sábado;Colisão transversal;Simples;0;0;-21,4475909;-41,3430596;Segura;Sudeste;1 Trimestre;acessar via observar presença outros veículos;acessar via observar presença outros veículos;acessar via observar presença outro veículo;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
591521;2024.0;n;4.0;2024-04-03;MG;40;574;ITABIRITO;Ausência de reação do condutor;Com Vítimas Feridas;4;Nevoeiro/Neblina;Pleno dia;quarta-feira;Colisão transversal;Simples;0;1;-20.24791897;-43.96366791;Perigosa;Sudeste;2 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
597536;2024.0;n;4.0;2024-04-30;SP;116;509;CAJATI;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;2;Nevoeiro/Neblina;Plena Noite;terça-feira;Saída de leito carroçável;Dupla;0;1;-24.82178987;-48.21419034;Perigosa;Sudeste;2 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
668230;2025.0;n;3.0;2025-03-19;RS;287;326;SAO VICENTE DO SUL;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;4;Sol;Pleno dia;quarta-feira;Engavetamento;Simples;0;1;-29,6814792;-54,6371069;Perigosa;Sul;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
589718;2024.0;n;3.0;2024-03-25;BA;324;615,5;SIMOES FILHO;Entrada inopinada do pedestre;Com Vítimas Feridas;2;Nublado;Pleno dia;segunda-feira;Atropelamento de Pedestre;Dupla;0;0;-12.87206398;-38.42746403;Segura;Nordeste;1 Trimestre;entrada inopinada pedestre;entrada inopinada pedestre;entrada inopinada pedestr;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
661743;2025.0;n;2.0;2025-02-16;SC;101;17,4;JOINVILLE;Trafegar com motocicleta (ou similar) entre as faixas;Com Vítimas Fatais;3;Sol;Pleno dia;domingo;Colisão lateral mesmo sentido;Dupla;1;0;-26,124233;-48,8850082;Perigosa;Sul;1 Trimestre;trafegar motocicleta similar faixas;trafegar motocicleta similar faixas;trafegar motocicleta similar faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
593825;2024.0;n;4.0;2024-04-13;BA;324;514;FEIRA DE SANTANA;Reação tardia ou ineficiente do condutor;Sem Vítimas;3;Céu Claro;Pleno dia;sábado;Colisão transversal;Simples;0;0;-12.23229233;-38.95215305;Segura;Nordeste;2 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
608601;2024.0;n;6.0;2024-06-19;PE;101;66;RECIFE;Acessar a via sem observar a presença dos outros veículos;Com Vítimas Feridas;2;Nublado;Pleno dia;quarta-feira;Colisão lateral mesmo sentido;Múltipla;0;0;-8.040998;-34.94244;Segura;Nordeste;2 Trimestre;acessar via observar presença outros veículos;acessar via observar presença outros veículos;acessar via observar presença outro veículo;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
622468;2024.0;n;8.0;2024-08-19;RJ;116;212;SEROPEDICA;Condutor deixou de manter distância do veículo da frente;Com Vítimas Feridas;2;Céu Claro;Plena Noite;segunda-feira;Colisão traseira;Dupla;0;0;-22.71844298;-43.700897;Segura;Sudeste;3 Trimestre;condutor deixou manter distância veículo frente;condutor deixou manter distância veículo frente;condutor deixou manter distância veículo frent;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
572616;2024.0;n;1.0;2024-01-04;PR;116;85;PIRAQUARA;Pedestre cruzava a pista fora da faixa;Com Vítimas Fatais;3;Céu Claro;Pleno dia;quinta-feira;Atropelamento de Pedestre;Dupla;1;0;-25.43036239;-49.08349472;Perigosa;Sul;1 Trimestre;pedestre cruzava pista faixa;pedestre cruzava pista faixa;pedestr cruzava pista faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
618558;2024.0;n;8.0;2024-08-02;MS;163;60,7;ELDORADO;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;4;Céu Claro;Pleno dia;sexta-feira;Colisão traseira;Simples;0;0;-23.62276004;-54.23430394;Segura;Centro-Oeste;3 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
616340;2024.0;n;7.0;2024-07-23;CE;304;62;ARACATI;Condutor Dormindo;Com Vítimas Feridas;2;Céu Claro;Pleno dia;terça-feira;Colisão lateral sentido oposto;Dupla;0;1;-4.60614604;-37.66304905;Perigosa;Nordeste;3 Trimestre;condutor dormindo;condutor dormindo;condutor dormindo;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
619318;2024.0;n;8.0;2024-08-05;RJ;101;198;CASIMIRO DE ABREU;Ausência de reação do condutor;Com Vítimas Feridas;2;Céu Claro;Pleno dia;segunda-feira;Colisão traseira;Dupla;0;0;-22.49157993;-42.12771201;Segura;Sudeste;3 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
626617;2024.0;n;9.0;2024-09-08;MT;163;809;SINOP;Ingestão de álcool pelo condutor;Com Vítimas Feridas;5;Céu Claro;Amanhecer;domingo;Colisão lateral sentido oposto;Simples;0;0;-12.09406;-55.517727;Segura;Centro-Oeste;3 Trimestre;ingestão álcool condutor;ingestão álcool condutor;ingestão álcool condutor;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
593195;2024.0;n;4.0;2024-04-10;MT;158;520;CANARANA;Problema com o freio;Sem Vítimas;4;Nublado;Plena Noite;quarta-feira;Incêndio;Simples;0;0;-13.67502122;-52.00087696;Segura;Centro-Oeste;2 Trimestre;freio;freio;freio;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
662397;2025.0;n;2.0;2025-02-19;MT;158;597;AGUA BOA;Manobra de mudança de faixa;Com Vítimas Feridas;2;Céu Claro;Pleno dia;quarta-feira;Queda de ocupante de veículo;Simples;0;0;-14,32213001;-52,16906054;Segura;Centro-Oeste;1 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
607792;2024.0;n;6.0;2024-06-16;ES;101;311,3;VILA VELHA;Manobra de mudança de faixa;Com Vítimas Feridas;2;Céu Claro;Plena Noite;domingo;Saída de leito carroçável;Múltipla;0;1;-20.43478198;-40.45963937;Perigosa;Sudeste;2 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
603585;2024.0;n;5.0;2024-05-28;MS;267;121,2;NOVA ANDRADINA;Demais falhas mecânicas ou elétricas;Sem Vítimas;4;Céu Claro;Amanhecer;terça-feira;Incêndio;Simples;0;0;-21.7626883;-53.22601318;Segura;Centro-Oeste;2 Trimestre;demais falhas mecânicas elétricas;demais falhas mecânicas elétricas;demai falha mecânica elétrica;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
602560;2024.0;n;5.0;2024-05-24;MG;116;310,2;ITAMBACURI;Acesso irregular;Com Vítimas Feridas;2;Céu Claro;Amanhecer;sexta-feira;Colisão transversal;Simples;0;1;-18.06936519;-41.67662169;Perigosa;Sudeste;2 Trimestre;acesso irregular;acesso irregular;acesso irregular;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
595694;2024.0;n;3.0;2024-03-20;SP;116;305;SAO LOURENCO DA SERRA;Entrada inopinada do pedestre;Com Vítimas Fatais;5;Nublado;Amanhecer;quarta-feira;Colisão traseira;Múltipla;1;0;-23.84287313;-46.93238591;Perigosa;Sudeste;1 Trimestre;entrada inopinada pedestre;entrada inopinada pedestre;entrada inopinada pedestr;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
609470;2024.0;n;6.0;2024-06-23;MG;251;333;FRUTA DE LEITE;Ausência de reação do condutor;Com Vítimas Fatais;2;Garoa/Chuvisco;Plena Noite;domingo;Tombamento;Simples;1;1;-16.26258765;-42.40824214;Perigosa;Sudeste;2 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
581798;2024.0;n;2.0;2024-02-18;PE;232;68,6;GRAVATA;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;2;Céu Claro;Plena Noite;domingo;Saída de leito carroçável;Dupla;0;0;-8.16728938;-35.47308397;Segura;Nordeste;1 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
630466;2024.0;n;9.0;2024-09-25;RS;386;180,3;CARAZINHO;Retorno proibido;Com Vítimas Feridas;2;Chuva;Pleno dia;quarta-feira;Colisão transversal;Simples;0;0;-28.30316036;-52.7423358;Segura;Sul;3 Trimestre;retorno proibido;retorno proibido;retorno proibido;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
