id;ano;feriado;mes;data_inversa;uf;br;km;municipio;causa_acidente;classificacao_acidente;veiculos;condicao_metereologica;fase_dia;dia_semana;tipo_acidente;tipo_pista;mortos;feridos_graves;latitude;longitude;status;regiao;periodo;palavras_filtradas;lemma;normalizado;Topic;Top Terms;Categoria
614834;2024.0;n;7.0;2024-07-08;SC;101;99,1;BALNEARIO PICARRAS;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;3;Nublado;Pleno dia;segunda-feira;Colisão traseira;Múltipla;0;6;-26.7471002;-48.69654831;Perigosa;Sul;3 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
628677;2024.0;n;9.0;2024-09-17;SP;116;550;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Com Vítimas Feridas;2;Garoa/Chuvisco;Pleno dia;terça-feira;Tombamento;Dupla;0;1;-24.95749618;-48.46440871;Perigosa;Sudeste;3 Trimestre;reação tardia ineficiente condutor;reação tardia ineficiente condutor;reação tardia ineficient condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
658710;2025.0;n;2.0;2025-02-01;MG;381;438;SABARA;Ingestão de álcool pelo condutor;Com Vítimas Fatais;4;Nublado;Plena Noite;sábado;Colisão lateral sentido oposto;Simples;1;10;-19,79944368;-43,76157045;Perigosa;Sudeste;1 Trimestre;ingestão álcool condutor;ingestão álcool condutor;ingestão álcool condutor;2;carga, súbito, chuva, mal, álcool, ingestão, indevida, ultrapassagem, condutor, dormindo;Condutor sob efeitos de substâncias
608991;2024.0;n;6.0;2024-06-21;SP;116;416;JUQUIA;Manobra de mudança de faixa;Com Vítimas Feridas;3;Céu Claro;Pleno dia;sexta-feira;Colisão lateral mesmo sentido;Dupla;0;0;-24.34184089;-47.64612417;Segura;Sudeste;2 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
626416;2024.0;y;9.0;2024-09-07;GO;153;77;PORANGATU;Ausência de reação do condutor;Com Vítimas Feridas;6;Céu Claro;Pleno dia;sábado;Engavetamento;Simples;0;1;-13.495361;-49.132575;Perigosa;Centro-Oeste;3 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
586615;2024.0;n;3.0;2024-03-11;MG;40;39,3;PARACATU;Condutor deixou de manter distância do veículo da frente;Sem Vítimas;2;Céu Claro;Pleno dia;segunda-feira;Colisão traseira;Simples;0;0;-17.21128483;-46.89011999;Segura;Sudeste;1 Trimestre;condutor deixou manter distância veículo frente;condutor deixou manter distância veículo frente;condutor deixou manter distância veículo frent;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
630489;2024.0;n;9.0;2024-09-25;PR;376;3,4;MARINGA;Ausência de reação do condutor;Sem Vítimas;5;Céu Claro;Pleno dia;quarta-feira;Saída de leito carroçável;Dupla;0;0;-23.4273;-51.9375;Segura;Sul;3 Trimestre;ausência reação condutor;ausência reação condutor;ausência reação condutor;0;largura, curva, acentuada, incompatível, velocidad, tardia, ineficient, ausência, condutor, reação;Condutor reação tardia
592613;2024.0;n;4.0;2024-04-08;SP;116;168,3;JACAREI;Pedestre cruzava a pista fora da faixa;Com Vítimas Fatais;2;Céu Claro;Pleno dia;segunda-feira;Atropelamento de Pedestre;Dupla;1;0;-23.30545902;-46.03567599;Perigosa;Sudeste;2 Trimestre;pedestre cruzava pista faixa;pedestre cruzava pista faixa;pedestr cruzava pista faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
617968;2024.0;n;7.0;2024-07-23;MS;163;729;COXIM;Acessar a via sem observar a presença dos outros veículos;Com Vítimas Feridas;2;Céu Claro;Pleno dia;terça-feira;Colisão transversal;Simples;0;0;-18.5185741;-54.73823162;Segura;Centro-Oeste;3 Trimestre;acessar via observar presença outros veículos;acessar via observar presença outros veículos;acessar via observar presença outro veículo;3;presença, acessar, outro, observar, mecânica, elétrica, via, demai, falha, veículo;Problema mecânico no veículo
669726;2025.0;n;3.0;2025-03-26;SC;101;216,5;PALHOCA;Manobra de mudança de faixa;Com Vítimas Feridas;3;Céu Claro;Pleno dia;quarta-feira;Colisão transversal;Múltipla;0;1;-27,664041;-48,675199;Perigosa;Sul;1 Trimestre;manobra mudança faixa;manobra mudança faixa;manobra mudança faixa;1;cruzamento, preferência, desrespeitar, trafegar, similar, motocicleta, freio, mudança, manobra, faixa;Infração de Trânsito
